"","STATE","EVTYPE","FATALITIES","INJURIES","BGN_DATE"
"810339","CO","LIGHTNING",1,0,2010-06-12
"810348","TX","FLASH FLOOD",0,1,2010-06-10
"810683","WY","LIGHTNING",0,1,2010-06-30
"810784","IN","TORNADO",0,1,2010-06-06
"810797","VT","LIGHTNING",0,2,2010-06-05
"810853","IN","THUNDERSTORM WIND",0,2,2010-06-15
"811044","OH","FLOOD",2,0,2010-06-09
"811075","NC","LIGHTNING",1,0,2010-06-04
"811090","GA","THUNDERSTORM WIND",0,1,2010-06-05
"811311","NC","LIGHTNING",0,1,2010-06-27
"811331","TX","HAIL",0,1,2010-06-12
"811467","IN","TORNADO",0,1,2010-06-06
"811948","IA","THUNDERSTORM WIND",0,2,2010-06-03
"812073","NM","THUNDERSTORM WIND",0,4,2010-06-06
"812361","NJ","THUNDERSTORM WIND",1,2,2010-06-24
"812598","MA","LIGHTNING",0,3,2010-06-05
"812643","FL","LIGHTNING",0,1,2010-06-20
"812843","MA","LIGHTNING",0,1,2010-06-01
"812852","MA","LIGHTNING",0,1,2010-06-03
"812875","TX","LIGHTNING",1,1,2010-06-24
"812940","WY","LIGHTNING",0,9,2010-06-01
"812989","OK","FLASH FLOOD",1,0,2010-06-14
"813006","OH","THUNDERSTORM WIND",0,1,2010-06-23
"813152","FL","LIGHTNING",0,1,2010-06-01
"813575","PA","THUNDERSTORM WIND",1,0,2010-06-06
"813661","IN","THUNDERSTORM WIND",1,0,2010-06-18
"813666","AR","FLASH FLOOD",20,24,2010-06-11
"813675","MN","TORNADO",1,2,2010-06-17
"813676","MN","TORNADO",0,20,2010-06-17
"813725","IL","LIGHTNING",0,1,2010-06-09
"813878","ND","TORNADO",0,1,2010-06-17
"814012","NE","THUNDERSTORM WIND",0,1,2010-06-01
"814045","VA","THUNDERSTORM WIND",0,1,2010-06-03
"814085","CT","LIGHTNING",0,1,2010-06-10
"814152","VA","THUNDERSTORM WIND",0,1,2010-06-24
"814158","GA","LIGHTNING",0,1,2010-06-01
"814161","IN","TORNADO",0,2,2010-06-06
"814233","IL","THUNDERSTORM WIND",0,1,2010-06-18
"814246","CT","LIGHTNING",0,1,2010-06-06
"814342","MI","TORNADO",1,4,2010-06-27
"814374","AL","LIGHTNING",0,1,2010-06-09
"814429","IL","THUNDERSTORM WIND",0,3,2010-06-18
"814562","WI","TORNADO",0,1,2010-06-27
"814800","IL","THUNDERSTORM WIND",0,1,2010-06-18
"814874","TX","FLASH FLOOD",1,0,2010-06-09
"814893","IL","THUNDERSTORM WIND",0,2,2010-06-18
"814974","TN","LIGHTNING",0,1,2010-06-17
"815064","CT","THUNDERSTORM WIND",0,25,2010-06-24
"815066","TX","THUNDERSTORM WIND",0,1,2010-06-07
"815080","GA","LIGHTNING",0,1,2010-06-19
"815127","CT","THUNDERSTORM WIND",0,1,2010-06-24
"815128","CT","THUNDERSTORM WIND",0,1,2010-06-24
"815245","NY","RIP CURRENT",1,0,2010-06-29
"815253","TX","THUNDERSTORM WIND",0,6,2010-06-02
"815255","AR","HEAT",1,0,2010-06-22
"815298","IA","LIGHTNING",0,1,2010-06-18
"815313","GA","LIGHTNING",0,1,2010-06-19
"815330","MN","TORNADO",0,2,2010-06-17
"815363","NY","THUNDERSTORM WIND",0,1,2010-06-24
"815386","NE","FLOOD",1,0,2010-06-14
"815408","MN","TORNADO",1,14,2010-06-17
"815462","IL","THUNDERSTORM WIND",0,1,2010-06-23
"815508","IN","THUNDERSTORM WIND",0,1,2010-06-15
"815542","IL","THUNDERSTORM WIND",0,3,2010-06-18
"815583","MN","TORNADO",0,1,2010-06-17
"815649","IA","LIGHTNING",0,1,2010-06-17
"815666","MI","TORNADO",0,11,2010-06-06
"815871","MA","THUNDERSTORM WIND",0,1,2010-06-06
"815879","PA","THUNDERSTORM WIND",0,2,2010-06-24
"815910","GA","LIGHTNING",0,1,2010-06-26
"815942","IL","THUNDERSTORM WIND",0,2,2010-06-18
"815945","IL","LIGHTNING",0,1,2010-06-23
"816069","AL","LIGHTNING",0,1,2010-06-04
"816130","IL","TORNADO",0,17,2010-06-05
"816347","IL","THUNDERSTORM WIND",0,3,2010-06-18
"816424","FL","LIGHTNING",0,1,2010-06-30
"816516","IL","TORNADO",1,13,2010-06-05
"816532","KS","THUNDERSTORM WIND",0,5,2010-06-19
"816558","IL","TORNADO",0,1,2010-06-05
"816574","OH","TORNADO",7,28,2010-06-05
"816587","IN","THUNDERSTORM WIND",0,2,2010-06-23
"816675","AL","THUNDERSTORM WIND",0,1,2010-06-16
"816748","AL","THUNDERSTORM WIND",0,1,2010-06-19
"816930","GA","LIGHTNING",0,3,2010-06-15
"817092","PA","HEAT",2,0,2010-06-02
"817126","IA","TORNADO",0,13,2010-06-25
"817160","FL","RIP CURRENT",1,0,2010-06-25
"817169","FL","RIP CURRENT",0,1,2010-06-05
"817189","AL","HEAT",0,9,2010-06-08
"817193","HI","WILDFIRE",0,1,2010-06-07
"817194","TX","HEAT",1,0,2010-06-20
"817203","NV","EXCESSIVE HEAT",1,0,2010-06-05
"817204","NV","HEAT",1,0,2010-06-04
"817325","LA","HEAT",1,0,2010-06-21
"817326","AL","HEAT",1,0,2010-06-14
"817382","IA","TORNADO",0,1,2010-06-05
"817563","AL","FLASH FLOOD",0,3,2010-06-04
"817574","NY","THUNDERSTORM WIND",0,1,2010-06-24
"817776","MD","LIGHTNING",0,1,2010-06-22
"817880","TN","HEAT",5,0,2010-06-18
"817889","MD","HEAT",2,0,2010-06-24
"817940","MO","HEAT",2,0,2010-06-16
"817947","NY","RIP CURRENT",1,0,2010-06-22
"818007","MA","THUNDERSTORM WIND",0,2,2010-06-20
"818035","NY","RIP CURRENT",2,0,2010-06-06
"818061","MD","HEAT",1,0,2010-06-29
"818233","MN","TORNADO",0,1,2010-06-17
"818254","SD","TORNADO",0,2,2010-06-16
"818319","AZ","HEAT",1,0,2010-06-23
"818328","GA","LIGHTNING",1,1,2010-06-29
"818352","TN","HEAT",1,0,2010-06-12
"818354","PA","EXCESSIVE HEAT",2,0,2010-06-27
"818395","ME","LIGHTNING",0,1,2010-06-20
"818410","WY","LIGHTNING",1,0,2010-06-20
"818458","MT","THUNDERSTORM WIND",1,1,2010-06-16
"818518","GA","LIGHTNING",0,1,2010-06-02
"818634","WI","TORNADO",0,15,2010-06-21
"818775","MN","TORNADO",1,5,2010-06-17
"818823","IL","THUNDERSTORM WIND",1,2,2010-06-18
"818844","OK","FLASH FLOOD",0,136,2010-06-14
"818851","CT","TORNADO",0,3,2010-06-24
"818986","IL","LIGHTNING",1,0,2010-07-28
"819117","AR","LIGHTNING",0,1,2010-07-26
"819255","NC","LIGHTNING",0,1,2010-07-12
"819260","NC","LIGHTNING",0,1,2010-07-13
"819262","NC","LIGHTNING",0,2,2010-07-17
"819315","FL","LIGHTNING",0,1,2010-07-02
"819543","KY","FLASH FLOOD",1,0,2010-07-17
"819713","NC","FLASH FLOOD",1,0,2010-07-13
"819800","AZ","FLASH FLOOD",0,5,2010-07-30
"819832","AZ","LIGHTNING",1,1,2010-07-10
"819885","TX","FLOOD",2,0,2010-07-02
"819999","GA","LIGHTNING",0,4,2010-07-12
"820238","WI","LIGHTNING",0,2,2010-07-22
"820388","WI","THUNDERSTORM WIND",0,1,2010-07-20
"820526","KY","THUNDERSTORM WIND",0,3,2010-07-19
"820595","KY","LIGHTNING",1,2,2010-07-27
"820680","ND","HAIL",0,2,2010-07-13
"820736","SC","LIGHTNING",0,2,2010-07-26
"820737","SC","LIGHTNING",0,1,2010-07-26
"820753","MO","LIGHTNING",0,1,2010-07-19
"820820","WI","LIGHTNING",0,1,2010-07-14
"820932","MI","THUNDERSTORM WIND",0,1,2010-07-18
"821086","NY","THUNDERSTORM WIND",0,1,2010-07-17
"821286","UT","FLASH FLOOD",0,3,2010-07-24
"821390","MN","LIGHTNING",0,1,2010-07-27
"821536","WY","LIGHTNING",1,0,2010-07-11
"821554","FL","LIGHTNING",0,1,2010-07-29
"821581","NY","LIGHTNING",0,2,2010-07-13
"821620","NH","THUNDERSTORM WIND",0,1,2010-07-21
"821681","SD","FLASH FLOOD",0,2,2010-07-30
"821785","IA","THUNDERSTORM WIND",0,4,2010-07-21
"821810","MN","HAIL",0,1,2010-07-17
"821846","MT","TORNADO",2,1,2010-07-26
"821865","AZ","FLASH FLOOD",0,2,2010-07-31
"821876","AZ","TORNADO",0,1,2010-07-29
"821899","PR","THUNDERSTORM WIND",0,7,2010-07-17
"822034","PA","FLASH FLOOD",1,0,2010-07-13
"822058","IL","LIGHTNING",0,1,2010-07-06
"822149","SD","HAIL",0,1,2010-07-19
"822171","FL","LIGHTNING",0,1,2010-07-24
"822181","OK","FLASH FLOOD",1,0,2010-07-06
"822190","FL","LIGHTNING",0,1,2010-07-13
"822202","NC","THUNDERSTORM WIND",0,1,2010-07-17
"822252","NH","LIGHTNING",0,2,2010-07-16
"822253","MA","LIGHTNING",0,1,2010-07-19
"822254","NH","LIGHTNING",0,1,2010-07-19
"822299","SC","LIGHTNING",0,1,2010-07-12
"822368","GA","THUNDERSTORM WIND",0,1,2010-07-26
"822547","GA","LIGHTNING",2,0,2010-07-13
"822643","NJ","LIGHTNING",1,2,2010-07-19
"822720","TX","THUNDERSTORM WIND",0,5,2010-07-06
"822774","GA","THUNDERSTORM WIND",0,1,2010-07-26
"822871","DE","FLASH FLOOD",0,1,2010-07-14
"822911","MI","THUNDERSTORM WIND",0,1,2010-07-18
"822932","NY","LIGHTNING",0,1,2010-07-21
"823042","MO","FLASH FLOOD",1,0,2010-07-20
"823054","GA","LIGHTNING",0,1,2010-07-21
"823135","WI","FLASH FLOOD",1,0,2010-07-22
"823176","SD","HAIL",0,5,2010-07-23
"823183","NY","LIGHTNING",0,1,2010-07-23
"823184","NY","LIGHTNING",0,1,2010-07-23
"823220","ME","THUNDERSTORM WIND",0,1,2010-07-21
"823249","WI","THUNDERSTORM WIND",0,2,2010-07-14
"823341","WV","FLASH FLOOD",1,0,2010-07-25
"823372","WI","THUNDERSTORM WIND",0,1,2010-07-18
"823426","NJ","THUNDERSTORM WIND",0,1,2010-07-25
"823431","NY","TORNADO",0,7,2010-07-25
"823713","ND","HAIL",0,1,2010-07-26
"823719","WI","TORNADO",0,3,2010-07-27
"823723","AZ","FLASH FLOOD",1,0,2010-07-20
"824010","MO","LIGHTNING",0,1,2010-07-19
"824011","NJ","LIGHTNING",0,2,2010-07-14
"824172","AL","LIGHTNING",0,1,2010-07-16
"824175","CO","LIGHTNING",0,1,2010-07-10
"824267","SD","THUNDERSTORM WIND",0,3,2010-07-17
"824296","WY","LIGHTNING",0,17,2010-07-21
"824333","FL","LIGHTNING",1,0,2010-07-25
"824349","WA","EXCESSIVE HEAT",1,0,2010-07-25
"824351","MI","RIP CURRENT",1,0,2010-07-21
"824387","CA","HIGH SURF",4,0,2010-07-14
"824388","CA","HIGH SURF",2,5,2010-07-03
"824410","IL","HEAT",1,0,2010-07-18
"824411","IL","HEAT",1,0,2010-07-29
"824412","NM","HEAT",1,0,2010-07-14
"824440","MS","EXCESSIVE HEAT",2,0,2010-07-30
"824447","WA","WILDFIRE",0,3,2010-07-18
"824482","MD","HEAT",0,28,2010-07-04
"824504","NY","EXCESSIVE HEAT",4,0,2010-07-04
"824560","NV","HEAT",1,0,2010-07-24
"824578","AL","LIGHTNING",1,4,2010-07-25
"824587","AR","HEAT",0,2,2010-07-21
"824611","AL","LIGHTNING",0,1,2010-07-26
"824620","SC","RIP CURRENT",1,1,2010-07-03
"824643","OK","EXCESSIVE HEAT",0,11,2010-07-30
"824666","MD","LIGHTNING",1,0,2010-07-25
"824667","MD","LIGHTNING",1,0,2010-07-25
"824690","CA","WILDFIRE",0,1,2010-07-17
"824717","KY","FLASH FLOOD",1,0,2010-07-20
"824727","MI","HEAT",1,0,2010-07-04
"824731","NC","THUNDERSTORM WIND",0,1,2010-07-17
"824759","TX","HEAT",1,0,2010-07-15
"824760","MI","RIP CURRENT",1,0,2010-07-25
"824816","FL","LIGHTNING",0,1,2010-07-04
"825045","FL","LIGHTNING",0,1,2010-07-14
"825138","PA","THUNDERSTORM WIND",0,1,2010-07-17
"825502","NV","EXCESSIVE HEAT",6,0,2010-07-15
"825505","GA","HEAT",1,0,2010-07-26
"825530","NE","THUNDERSTORM WIND",0,1,2010-07-14
"825582","CA","WILDFIRE",0,1,2010-07-15
"825621","AZ","LIGHTNING",0,1,2010-07-21
"825645","FL","RIP CURRENT",0,1,2010-07-18
"825658","VA","FLASH FLOOD",1,0,2010-08-17
"825743","MI","LIGHTNING",0,4,2010-07-15
"825768","TX","RIP CURRENT",2,0,2010-07-04
"825769","NY","EXCESSIVE HEAT",2,0,2010-07-24
"825775","TX","RIP CURRENT",1,0,2010-07-28
"825778","NJ","RIP CURRENT",0,1,2010-07-09
"825842","OH","FLASH FLOOD",1,4,2010-07-21
"825855","WA","STRONG WIND",0,1,2010-07-12
"825901","GA","HEAT",2,0,2010-07-23
"825937","NJ","EXCESSIVE HEAT",1,0,2010-07-04
"825947","AM","MARINE STRONG WIND",1,0,2010-07-20
"826024","NV","HEAT",5,0,2010-07-04
"826041","AL","RIP CURRENT",2,0,2010-07-02
"826086","FL","RIP CURRENT",0,2,2010-07-12
"826112","AR","HEAT",1,0,2010-07-15
"826130","FL","RIP CURRENT",0,2,2010-07-15
"826136","FL","RIP CURRENT",0,1,2010-07-02
"826137","FL","RIP CURRENT",1,2,2010-07-12
"826161","TX","RIP CURRENT",1,0,2010-07-14
"826162","TN","HEAT",1,0,2010-07-22
"826228","CO","LIGHTNING",0,1,2010-08-16
"826241","WI","THUNDERSTORM WIND",0,8,2010-08-07
"826314","MO","THUNDERSTORM WIND",0,1,2010-08-10
"826501","VA","THUNDERSTORM WIND",0,5,2010-08-05
"826531","KY","THUNDERSTORM WIND",1,0,2010-08-05
"826647","IA","LIGHTNING",0,1,2010-08-31
"826814","MN","THUNDERSTORM WIND",0,1,2010-08-13
"826819","AL","LIGHTNING",0,2,2010-08-03
"826821","MS","LIGHTNING",0,2,2010-08-04
"826959","CO","LIGHTNING",0,1,2010-08-03
"827029","VA","THUNDERSTORM WIND",0,2,2010-08-05
"827055","GA","HEAVY RAIN",0,4,2010-08-18
"827145","MD","THUNDERSTORM WIND",0,1,2010-08-05
"827146","MD","THUNDERSTORM WIND",0,1,2010-08-05
"827151","IL","THUNDERSTORM WIND",0,1,2010-08-05
"827227","TX","FLOOD",1,0,2010-08-01
"827264","WV","THUNDERSTORM WIND",1,1,2010-08-04
"827279","OH","THUNDERSTORM WIND",2,4,2010-08-04
"827469","TN","LIGHTNING",0,1,2010-08-09
"827486","AL","LIGHTNING",1,0,2010-08-07
"827540","GA","LIGHTNING",0,1,2010-08-14
"827911","ND","TORNADO",1,1,2010-08-12
"827913","PR","FLASH FLOOD",1,0,2010-08-10
"827982","KS","THUNDERSTORM WIND",0,1,2010-08-13
"828027","ID","THUNDERSTORM WIND",0,70,2010-08-21
"828063","KS","THUNDERSTORM WIND",0,10,2010-08-13
"828130","LA","EXCESSIVE HEAT",1,0,2010-08-16
"828131","IN","RIP CURRENT",2,2,2010-08-22
"828158","LA","EXCESSIVE HEAT",1,0,2010-08-01
"828334","WI","TORNADO",0,1,2010-08-07
"828394","IA","FLASH FLOOD",1,4,2010-08-11
"828429","MO","THUNDERSTORM WIND",0,1,2010-08-13
"828448","MA","LIGHTNING",1,0,2010-08-05
"828469","MO","THUNDERSTORM WIND",0,1,2010-08-12
"828705","ME","THUNDERSTORM WIND",0,6,2010-08-09
"828768","IA","LIGHTNING",0,1,2010-08-20
"828791","KY","LIGHTNING",1,1,2010-08-05
"828806","FL","LIGHTNING",0,1,2010-08-01
"828807","FL","LIGHTNING",0,1,2010-08-02
"828845","OH","THUNDERSTORM WIND",1,0,2010-08-04
"829093","IL","LIGHTNING",0,1,2010-08-20
"829107","SD","THUNDERSTORM WIND",0,1,2010-08-30
"829141","WI","THUNDERSTORM WIND",0,4,2010-08-20
"829145","MN","TORNADO",0,1,2010-08-13
"829439","NC","RIP CURRENT",1,0,2010-08-24
"829442","CA","WILDFIRE",0,2,2010-08-03
"829555","MS","EXCESSIVE HEAT",1,0,2010-08-02
"829582","MO","THUNDERSTORM WIND",0,3,2010-08-13
"829605","TN","EXCESSIVE HEAT",7,1,2010-08-01
"829643","IN","RIP CURRENT",2,2,2010-08-22
"829675","IA","THUNDERSTORM WIND",0,1,2010-08-08
"829736","ID","LIGHTNING",1,0,2010-08-10
"829805","TN","EXCESSIVE HEAT",4,0,2010-08-10
"829917","NC","RIP CURRENT",1,0,2010-08-07
"829928","TX","LIGHTNING",0,1,2010-08-10
"830057","TX","THUNDERSTORM WIND",0,1,2010-08-16
"830149","AR","LIGHTNING",0,1,2010-08-07
"830208","ID","THUNDERSTORM WIND",1,0,2010-08-21
"830212","TX","THUNDERSTORM WIND",0,1,2010-08-24
"830414","IL","FLOOD",1,0,2010-08-20
"830575","FL","RIP CURRENT",2,2,2010-08-12
"830584","TX","EXCESSIVE HEAT",1,0,2010-08-02
"830585","LA","EXCESSIVE HEAT",1,0,2010-08-15
"830601","MI","RIP CURRENT",2,0,2010-08-05
"830604","TX","RIP CURRENT",1,0,2010-08-21
"830609","OK","EXCESSIVE HEAT",0,34,2010-08-01
"830642","FL","LIGHTNING",0,1,2010-08-02
"830652","IL","EXCESSIVE HEAT",1,0,2010-08-12
"830681","LA","EXCESSIVE HEAT",1,0,2010-08-14
"830682","TX","EXCESSIVE HEAT",1,0,2010-08-24
"830735","MI","RIP CURRENT",1,0,2010-08-16
"830736","FL","RIP CURRENT",0,7,2010-08-28
"830752","NY","RIP CURRENT",1,1,2010-08-08
"830755","TX","RIP CURRENT",1,0,2010-08-21
"830788","MO","HEAT",2,0,2010-08-02
"830793","NC","THUNDERSTORM WIND",0,5,2010-08-05
"830885","AR","HEAT",1,0,2010-08-13
"830888","MI","RIP CURRENT",2,0,2010-08-05
"830923","NJ","RIP CURRENT",1,0,2010-08-31
"830924","NV","HEAT",2,0,2010-08-03
"830925","NV","HEAT",1,0,2010-08-06
"830931","OK","EXCESSIVE HEAT",0,17,2010-08-08
"830933","MS","EXCESSIVE HEAT",1,0,2010-08-01
"830981","GA","RIP CURRENT",0,2,2010-08-07
"830988","MI","RIP CURRENT",1,0,2010-08-27
"830992","FL","HIGH SURF",1,0,2010-08-28
"831013","MI","RIP CURRENT",0,1,2010-08-17
"831026","PA","TORNADO",0,1,2010-09-27
"831092","FL","LIGHTNING",0,1,2010-09-11
"831169","MA","LIGHTNING",1,0,2010-09-08
"831199","IA","FLOOD",0,50,2010-09-24
"831202","OH","THUNDERSTORM WIND",0,6,2010-09-16
"831221","FL","LIGHTNING",0,2,2010-09-10
"831237","IA","FLOOD",0,50,2010-09-21
"831285","IA","FLOOD",0,20,2010-09-28
"831390","WV","TORNADO",1,10,2010-09-16
"831425","OH","TORNADO",0,1,2010-09-16
"831426","MA","LIGHTNING",0,1,2010-09-08
"831473","OH","TORNADO",0,7,2010-09-16
"831507","PR","HEAVY RAIN",0,2,2010-09-30
"831540","VA","THUNDERSTORM WIND",0,1,2010-09-22
"831542","TX","FLASH FLOOD",1,0,2010-09-20
"831600","NJ","THUNDERSTORM WIND",0,1,2010-09-16
"831611","PA","THUNDERSTORM WIND",2,0,2010-09-22
"831811","FL","LIGHTNING",0,1,2010-09-28
"831839","MI","THUNDERSTORM WIND",0,1,2010-09-21
"831851","OH","TORNADO",0,6,2010-09-16
"832037","OK","FLASH FLOOD",1,0,2010-09-09
"832151","NM","FLASH FLOOD",1,0,2010-09-22
"832222","NC","FLOOD",5,0,2010-09-29
"832224","OK","TORNADO",0,1,2010-09-08
"832253","TX","FLASH FLOOD",1,0,2010-09-08
"832264","TX","TORNADO",0,1,2010-09-08
"832504","VA","THUNDERSTORM WIND",0,1,2010-09-30
"832599","TX","THUNDERSTORM WIND",0,1,2010-09-01
"832630","TX","THUNDERSTORM WIND",0,1,2010-09-02
"832682","TX","FLASH FLOOD",1,0,2010-09-07
"832723","TX","FLASH FLOOD",1,0,2010-09-07
"832747","TX","FLASH FLOOD",1,0,2010-09-08
"832851","FL","HEAT",1,0,2010-09-12
"832874","FL","HIGH SURF",1,0,2010-09-03
"832980","FL","RIP CURRENT",0,1,2010-09-17
"832981","FL","RIP CURRENT",0,2,2010-09-24
"833040","CA","WILDFIRE",0,4,2010-09-23
"833042","NE","STRONG WIND",0,1,2010-09-25
"833049","MI","RIP CURRENT",1,4,2010-09-03
"833210","NC","FLOOD",5,0,2010-09-29
"833246","TX","LIGHTNING",1,1,2010-09-09
"833305","WI","FLOOD",0,1,2010-09-23
"833355","NY","THUNDERSTORM WIND",0,1,2010-09-16
"833449","IL","THUNDERSTORM WIND",0,1,2010-09-21
"833556","VI","HIGH SURF",1,0,2010-09-17
"833622","TX","FLASH FLOOD",1,0,2010-09-08
"833669","VA","TORNADO",0,1,2010-09-27
"833722","NY","TORNADO",1,1,2010-09-16
"833787","AZ","HEAT",1,0,2010-09-20
"833829","NJ","HIGH SURF",1,0,2010-09-02
"833868","OH","THUNDERSTORM WIND",0,1,2010-09-16
"834002","PR","HIGH SURF",1,1,2010-09-17
"834006","UT","WILDFIRE",0,6,2010-09-19
"834014","FL","RIP CURRENT",1,1,2010-09-03
"834019","AL","LIGHTNING",0,1,2010-10-26
"834104","NY","FLASH FLOOD",1,0,2010-10-01
"834379","PA","FLOOD",1,0,2010-10-01
"834464","AL","LIGHTNING",0,2,2010-10-12
"834473","IN","THUNDERSTORM WIND",0,2,2010-10-26
"834606","TN","TORNADO",0,6,2010-10-26
"834674","AZ","HAIL",0,1,2010-10-05
"834680","AZ","THUNDERSTORM WIND",0,1,2010-10-05
"834684","NY","LIGHTNING",0,1,2010-10-11
"834693","NC","TORNADO",0,11,2010-10-26
"834706","VA","TORNADO",0,1,2010-10-27
"834796","IL","THUNDERSTORM WIND",0,1,2010-10-26
"834797","IL","TORNADO",0,2,2010-10-26
"834925","AL","LIGHTNING",1,2,2010-10-24
"835015","CT","STRONG WIND",0,3,2010-10-15
"835059","IN","STRONG WIND",1,0,2010-10-27
"835060","IN","STRONG WIND",1,0,2010-10-27
"835061","NE","STRONG WIND",0,1,2010-10-27
"835076","AZ","TORNADO",0,7,2010-10-06
"835202","TX","TORNADO",0,4,2010-10-24
"835683","UT","LIGHTNING",0,2,2010-10-05
"835709","WI","TORNADO",0,2,2010-10-26
"835737","AZ","LIGHTNING",0,2,2010-10-01
"835841","CA","LIGHTNING",0,1,2010-10-01
"835975","LA","WILDFIRE",0,1,2010-10-28
"836095","WI","HIGH WIND",0,1,2010-10-26
"836114","CA","RIP CURRENT",1,1,2010-10-25
"836216","HI","STRONG WIND",0,4,2010-10-27
"836256","RI","RIP CURRENT",0,1,2010-10-02
"836376","KS","WILDFIRE",0,1,2010-11-09
"836455","AR","THUNDERSTORM WIND",0,1,2010-11-25
"836594","MS","TORNADO",0,15,2010-11-29
"836642","MD","TORNADO",0,3,2010-11-17
"836730","FL","RIP CURRENT",0,1,2010-11-13
"836747","MS","TORNADO",0,6,2010-11-29
"836819","CO","AVALANCHE",1,0,2010-11-22
"836821","MS","TORNADO",0,11,2010-11-29
"836976","LA","TORNADO",0,1,2010-11-26
"837002","IL","TORNADO",0,6,2010-11-22
"837083","FL","RIP CURRENT",1,2,2010-11-29
"837239","CO","AVALANCHE",0,1,2010-11-16
"837241","UT","AVALANCHE",1,0,2010-11-26
"837345","NY","STRONG WIND",0,1,2010-11-17
"837641","FL","RIP CURRENT",1,0,2010-11-09
"837744","MO","TORNADO",2,6,2010-12-31
"837745","MO","TORNADO",0,4,2010-12-31
"837811","MO","TORNADO",0,2,2010-12-31
"837816","OR","TORNADO",0,2,2010-12-14
"837863","CA","FLASH FLOOD",1,0,2010-12-22
"837893","MO","TORNADO",1,6,2010-12-31
"837963","CA","FLOOD",1,0,2010-12-19
"837989","WA","THUNDERSTORM WIND",1,0,2010-12-14
"838097","MO","TORNADO",2,0,2010-12-31
"838112","IL","TORNADO",0,1,2010-12-31
"838222","AR","TORNADO",4,7,2010-12-31
"838241","NC","HEAVY SNOW",0,1,2010-12-26
"838243","CO","AVALANCHE",0,1,2010-12-05
"838244","CO","AVALANCHE",0,1,2010-12-12
"838249","AR","TORNADO",0,2,2010-12-31
"838251","OR","WINTER WEATHER",1,1,2010-12-04
"838320","SC","COLD/WIND CHILL",1,0,2010-12-06
"838337","MT","AVALANCHE",1,1,2010-12-29
"838447","WA","AVALANCHE",1,0,2010-12-04
"838521","IL","COLD/WIND CHILL",1,0,2010-12-22
"838529","AR","TORNADO",0,1,2010-12-31
"838553","KY","WINTER WEATHER",0,1,2010-12-04
"838597","NC","WINTER WEATHER",1,0,2010-12-16
"838716","TN","EXTREME COLD/WIND CHILL",1,0,2010-12-13
"838810","MD","WINTER WEATHER",1,0,2010-12-26
"838822","NV","STRONG WIND",0,1,2010-12-19
"838843","KY","WINTER WEATHER",0,3,2010-12-03
"838873","MA","STRONG WIND",0,1,2010-12-12
"838955","IL","COLD/WIND CHILL",1,0,2010-12-13
"839015","NV","COLD/WIND CHILL",1,0,2011-01-08
"839047","FL","RIP CURRENT",0,4,2011-01-02
"839129","IL","COLD/WIND CHILL",1,0,2010-12-28
"839130","IL","COLD/WIND CHILL",1,0,2010-12-27
"839168","IL","COLD/WIND CHILL",3,0,2010-12-05
"839169","IL","COLD/WIND CHILL",2,0,2010-12-03
"839193","NV","STRONG WIND",0,2,2010-12-14
"839239","OR","STRONG WIND",1,0,2010-12-14
"839299","CA","WINTER STORM",0,2,2010-12-17
"839346","NJ","HIGH WIND",1,0,2010-12-01
"839422","WY","AVALANCHE",0,1,2010-12-07
"839423","WY","AVALANCHE",0,1,2010-12-19
"839449","FL","WILDFIRE",1,0,2010-12-28
"839924","CA","STRONG WIND",0,1,2010-12-29
"840085","AZ","HEAVY SNOW",0,16,2010-12-29
"840216","TN","EXTREME COLD/WIND CHILL",1,0,2011-01-14
"840230","MS","TORNADO",0,1,2011-01-01
"840247","MS","COLD/WIND CHILL",1,0,2011-01-14
"840267","FL","THUNDERSTORM WIND",0,1,2011-01-25
"840285","NM","COLD/WIND CHILL",1,0,2011-01-31
"840369","IL","COLD/WIND CHILL",1,0,2011-01-01
"840383","SC","EXTREME COLD/WIND CHILL",1,1,2011-01-13
"840460","IL","COLD/WIND CHILL",1,0,2011-01-16
"840510","MS","TORNADO",0,2,2011-01-01
"840571","FL","LIGHTNING",0,1,2011-01-10
"840755","NM","COLD/WIND CHILL",1,0,2011-01-11
"840773","DC","WINTER STORM",1,0,2011-01-26
"840818","SD","WINTER WEATHER",1,0,2011-01-17
"840855","TN","COLD/WIND CHILL",1,0,2011-01-20
"840868","AK","BLIZZARD",1,0,2011-01-23
"840984","WA","STRONG WIND",1,0,2011-01-16
"840996","CA","HIGH SURF",0,1,2011-01-22
"841007","CA","HIGH SURF",1,0,2011-01-21
"841047","GU","HIGH SURF",2,1,2011-01-02
"841048","GU","HIGH SURF",2,0,2011-01-22
"841082","TX","WILDFIRE",0,1,2011-01-02
"841363","MN","COLD/WIND CHILL",1,0,2011-01-03
"841923","TN","TORNADO",0,2,2011-02-24
"841970","NM","COLD/WIND CHILL",1,0,2011-02-09
"842071","IL","COLD/WIND CHILL",1,0,2011-01-21
"842237","LA","THUNDERSTORM WIND",0,1,2011-02-24
"842324","TN","TORNADO",0,4,2011-02-28
"842325","TN","TORNADO",1,0,2011-02-28
"842612","AR","THUNDERSTORM WIND",0,1,2011-02-24
"842613","AR","THUNDERSTORM WIND",0,1,2011-02-24
"842626","KY","FLASH FLOOD",4,0,2011-02-24
"842633","WA","AVALANCHE",1,0,2011-02-01
"842653","OH","FLASH FLOOD",1,0,2011-02-28
