"","STATE","EVTYPE","FATALITIES","INJURIES","BGN_DATE"
"347901","PR","HEAVY RAIN",2,1,1998-12-03
"347906","PR","RIP CURRENTS",2,0,1998-12-31
"347923","AL","EXTREME COLD",1,0,1999-01-05
"348019","AL","TSTM WIND",0,5,1999-02-27
"348022","AL","TORNADO",0,1,1999-02-27
"348028","AL","TSTM WIND",0,1,1999-02-27
"348054","AL","TSTM WIND",0,2,1999-03-03
"348061","AL","TSTM WIND",1,0,1999-03-03
"348080","AL","TSTM WIND",0,1,1999-03-09
"348276","AL","LIGHTNING",2,1,1999-05-29
"348332","AL","HIGH WIND",0,2,1999-06-09
"348354","AL","FLASH FLOOD",1,1,1999-06-28
"348363","AL","HEAVY RAIN",1,1,1999-06-28
"348368","AL","LIGHTNING",0,1,1999-07-01
"348371","AL","LIGHTNING",0,1,1999-07-02
"348372","AL","RIP CURRENTS",1,0,1999-07-04
"348402","AL","LIGHTNING",0,1,1999-07-23
"348435","AL","EXCESSIVE HEAT",1,0,1999-07-30
"348442","AL","EXCESSIVE HEAT",2,0,1999-08-01
"348550","AK","HIGH WIND",0,7,1999-01-21
"348554","AK","STORM SURGE",0,2,1999-01-23
"348570","AK","EXTREME COLD",1,1,1999-02-01
"348623","AK","ICE STORM",5,0,1999-03-18
"348627","AK","AVALANCHE",6,0,1999-03-21
"348642","AK","AVALANCHE",1,0,1999-04-03
"348658","AK","AVALANCHE",1,0,1999-04-15
"348661","AK","AVALANCHE",1,2,1999-04-16
"348667","AK","AVALANCHE",1,2,1999-04-29
"348823","AK","AVALANCHE",1,0,1999-12-26
"348836","AZ","HIGH WIND",2,0,1999-03-31
"348838","AZ","HIGH WIND",0,17,1999-03-31
"348861","AZ","LIGHTNING",0,1,1999-07-05
"348862","AZ","LIGHTNING",0,3,1999-07-05
"348865","AZ","DUST STORM",1,14,1999-07-06
"348890","AZ","FLASH FLOOD",0,1,1999-07-11
"348918","AZ","TSTM WIND",0,2,1999-07-25
"348922","AZ","LIGHTNING",0,1,1999-07-27
"348928","AZ","LIGHTNING",0,1,1999-07-27
"348930","AZ","LIGHTNING",1,1,1999-07-27
"348945","AZ","TSTM WIND",0,2,1999-08-14
"348974","AZ","LIGHTNING",0,1,1999-08-31
"348975","AZ","TSTM WIND",0,4,1999-08-31
"348977","AZ","LIGHTNING",0,1,1999-08-31
"348978","AZ","LIGHTNING",0,1,1999-08-31
"349008","AZ","TSTM WIND",0,2,1999-09-14
"349014","AZ","LIGHTNING",0,1,1999-09-14
"349019","AZ","HAIL",0,2,1999-09-15
"349036","AZ","TSTM WIND",0,2,1999-09-19
"349044","AR","ICE STORM",1,0,1999-01-01
"349065","AR","TORNADO",0,1,1999-01-17
"349074","AR","TSTM WIND",0,1,1999-01-17
"349121","AR","TORNADO",0,7,1999-01-21
"349178","AR","TORNADO",0,2,1999-01-21
"349182","AR","TORNADO",2,2,1999-01-21
"349191","AR","TORNADO",0,3,1999-01-21
"349203","AR","TORNADO",0,4,1999-01-21
"349215","AR","TORNADO",0,9,1999-01-21
"349230","AR","TORNADO",1,2,1999-01-21
"349233","AR","TORNADO",0,1,1999-01-21
"349236","AR","TORNADO",3,72,1999-01-21
"349241","AR","TORNADO",0,6,1999-01-21
"349259","AR","TORNADO",0,1,1999-01-21
"349262","AR","TORNADO",2,29,1999-01-21
"349294","AR","TORNADO",0,3,1999-01-21
"349302","AR","TORNADO",0,1,1999-01-21
"349402","AR","TSTM WIND",1,0,1999-02-07
"349409","AR","TSTM WIND",0,1,1999-02-07
"349466","AR","HAIL",0,1,1999-03-05
"349590","AR","TORNADO",0,2,1999-04-03
"349591","AR","TORNADO",0,2,1999-04-03
"349626","AR","TORNADO",0,1,1999-04-05
"349644","AR","HIGH WIND",0,3,1999-04-15
"349707","AR","LIGHTNING",0,1,1999-04-26
"349715","AR","TORNADO",0,2,1999-04-26
"349748","AR","LIGHTNING",0,1,1999-05-04
"350032","AR","LIGHTNING",1,0,1999-06-07
"350133","AR","EXCESSIVE HEAT",1,0,1999-07-09
"350141","AR","EXCESSIVE HEAT",1,0,1999-07-23
"350147","AR","TORNADO",0,26,1999-07-24
"350149","AR","EXCESSIVE HEAT",2,0,1999-07-26
"350157","AR","TSTM WIND",0,2,1999-07-26
"350163","AR","EXCESSIVE HEAT",1,0,1999-07-26
"350175","AR","EXCESSIVE HEAT",1,0,1999-07-28
"350177","AR","EXCESSIVE HEAT",1,0,1999-07-30
"350178","AR","EXCESSIVE HEAT",1,0,1999-07-30
"350179","AR","EXCESSIVE HEAT",1,0,1999-07-31
"350180","AR","EXCESSIVE HEAT",2,0,1999-08-01
"350189","AR","EXCESSIVE HEAT",1,0,1999-08-07
"350190","AR","LIGHTNING",1,0,1999-08-08
"350310","AR","TSTM WIND",0,1,1999-12-04
"350328","CA","WILD/FOREST FIRE",0,2,1999-06-09
"350329","CA","EXCESSIVE HEAT",0,24,1999-06-14
"350331","CA","RIP CURRENTS",1,0,1999-06-18
"350332","CA","HEAVY SURF",0,3,1999-06-23
"350335","CA","RIP CURRENTS",0,1,1999-06-27
"350355","CA","FOG",1,0,1999-01-01
"350358","CA","RIP CURRENTS",2,4,1999-01-03
"350365","CA","FOG",1,7,1999-01-12
"350401","CA","HEAVY SNOW",0,5,1999-01-23
"350429","CA","AVALANCHE",1,3,1999-02-06
"350435","CA","HEAVY RAIN",1,0,1999-02-07
"350466","CA","DUST STORM",0,1,1999-02-09
"350476","CA","DUST STORM",0,30,1999-02-11
"350477","CA","WILD/FOREST FIRE",0,1,1999-02-11
"350496","CA","HIGH SURF",1,3,1999-02-20
"350512","CA","HEAVY SURF",1,0,1999-03-04
"350556","CA","HEAVY SNOW",8,13,1999-04-01
"350567","CA","HIGH WIND",1,2,1999-04-03
"350571","CA","WINTER STORM",1,1,1999-04-03
"350609","CA","HIGH WIND",0,1,1999-04-09
"350628","CA","HEAVY SURF",0,2,1999-04-28
"350632","CA","RIP CURRENTS",1,0,1999-05-04
"350638","CA","RIP CURRENTS",1,0,1999-05-16
"350639","CA","LIGHTNING",1,0,1999-05-23
"350645","CA","FOG",0,15,1999-06-02
"350653","CA","RIP CURRENTS",1,0,1999-07-04
"350678","CA","FLASH FLOOD",1,5,1999-07-11
"350701","CA","URBAN/SML STREAM FLD",1,4,1999-07-12
"350704","CA","FLASH FLOOD",1,0,1999-07-12
"350713","CA","LIGHTNING",0,1,1999-07-13
"350717","CA","FLASH FLOOD",0,3,1999-07-13
"350730","CA","WILD/FOREST FIRE",0,2,1999-07-25
"350744","CA","WILD/FOREST FIRE",0,2,1999-08-21
"350745","CA","WILD/FOREST FIRE",0,3,1999-08-21
"350749","CA","WILD/FOREST FIRE",0,3,1999-08-23
"350751","CA","WILD/FOREST FIRE",0,1,1999-08-23
"350755","CA","WILD/FOREST FIRE",0,1,1999-08-23
"350761","CA","GUSTY WIND",0,1,1999-08-26
"350763","CA","WILD/FOREST FIRE",0,1,1999-08-28
"350764","CA","WILD/FOREST FIRE",0,6,1999-08-28
"350770","CA","WILD/FOREST FIRE",0,3,1999-09-01
"350772","CA","WILD/FOREST FIRE",0,7,1999-09-01
"350777","CA","WILD/FOREST FIRE",0,3,1999-09-01
"350802","CA","WILD/FOREST FIRE",0,1,1999-09-26
"350807","CA","WILD/FOREST FIRE",0,6,1999-09-28
"350815","CA","WILD/FOREST FIRE",1,10,1999-10-01
"350817","CA","WILD/FOREST FIRE",0,4,1999-10-01
"350818","CA","WILD/FOREST FIRE",0,22,1999-10-01
"350820","CA","HEAVY SURF",0,1,1999-10-03
"350825","CA","WILD/FOREST FIRE",0,1,1999-10-08
"350826","CA","RIP CURRENTS",1,12,1999-10-08
"350830","CA","WILD/FOREST FIRE",0,5,1999-10-15
"350833","CA","WILD/FOREST FIRE",0,4,1999-10-16
"350834","CA","WILD/FOREST FIRE",0,7,1999-10-16
"350835","CA","WILD/FOREST FIRE",0,6,1999-10-16
"350841","CA","WILD/FOREST FIRE",0,3,1999-10-17
"350852","CA","STORM SURGE",2,2,1999-10-28
"350855","CA","STORM SURGE",0,2,1999-10-29
"350866","CA","FOG",0,5,1999-11-10
"350873","CA","HEAVY SURF",0,1,1999-11-21
"350874","CA","WIND",0,7,1999-11-21
"350876","CA","HIGH WIND",0,1,1999-11-21
"350890","CA","WILD/FOREST FIRE",0,2,1999-12-04
"350891","CA","HEAVY SURF",1,0,1999-12-06
"350900","CA","HIGH WIND",0,1,1999-12-10
"350901","CA","HIGH WIND",0,1,1999-12-11
"350902","CA","EXTREME COLD",0,1,1999-12-12
"350907","CA","HEAVY SEAS",1,0,1999-12-14
"350915","CA","FOG",0,2,1999-12-20
"350918","CA","HIGH WIND",0,2,1999-12-21
"350925","CA","WILD/FOREST FIRE",0,1,1999-12-27
"350946","CO","AVALANCHE",1,1,1999-01-23
"350952","CO","HIGH WIND",0,1,1999-01-26
"350955","CO","AVALANCHE",1,0,1999-01-30
"350960","CO","HIGH WIND",1,0,1999-02-05
"350961","CO","AVALANCHE",3,1,1999-02-06
"350989","CO","WINTER STORM",0,1,1999-03-19
"351002","CO","HIGH WIND",0,2,1999-04-08
"351133","CO","LIGHTNING",0,3,1999-05-24
"351134","CO","LIGHTNING",0,1,1999-05-24
"351245","CO","HAIL",0,3,1999-06-11
"351291","CO","LIGHTNING",1,2,1999-08-07
"351319","FL","TORNADO",0,7,1999-01-02
"351333","FL","RIP CURRENTS",1,0,1999-05-31
"351334","FL","RIP CURRENTS",1,0,1999-05-31
"351340","CO","LIGHTNING",0,1,1999-06-19
"351343","CO","LIGHTNING",0,1,1999-06-21
"351351","CO","TSTM WIND",1,0,1999-06-25
"351374","CO","TORNADO",0,1,1999-06-27
"351427","CO","FLASH FLOOD",0,2,1999-07-17
"351437","CO","LIGHTNING",1,2,1999-07-21
"351438","CO","LIGHTNING",0,3,1999-07-24
"351441","CO","TSTM WIND",0,10,1999-07-24
"351445","CO","LIGHTNING",0,1,1999-07-26
"351534","CO","LIGHTNING",0,8,1999-08-19
"351624","CT","LIGHTNING",0,1,1999-01-18
"351726","CT","FLOOD",1,0,1999-09-16
"351760","DE","FLOOD",0,1,1999-01-18
"351763","DE","TSTM WIND",0,1,1999-02-12
"351788","DE","EXCESSIVE HEAT",0,5,1999-06-07
"351790","DE","EXCESSIVE HEAT",4,10,1999-07-04
"351792","DE","EXCESSIVE HEAT",0,10,1999-07-23
"351804","DE","RIP CURRENTS",0,4,1999-08-29
"351809","DE","FLASH FLOOD",2,1,1999-09-16
"351811","DE","FLASH FLOOD",0,1,1999-09-16
"351833","DC","EXCESSIVE HEAT",3,140,1999-07-04
"351881","FL","TORNADO",0,1,1999-01-02
"351975","FL","TSTM WIND/HAIL",1,1,1999-03-03
"351976","FL","WILD/FOREST FIRE",0,2,1999-03-05
"351977","FL","LIGHTNING",1,1,1999-03-06
"351982","FL","WILD/FOREST FIRE",0,1,1999-03-09
"351997","FL","WILD/FOREST FIRE",0,3,1999-03-14
"352014","FL","WILD/FOREST FIRE",0,3,1999-03-18
"352020","FL","WILD/FOREST FIRE",0,1,1999-03-24
"352029","FL","RIP CURRENTS",1,0,1999-04-01
"352058","FL","WILD/FOREST FIRE",0,4,1999-04-16
"352060","FL","TSTM WIND",0,3,1999-04-17
"352075","FL","RIP CURRENTS",1,0,1999-04-23
"352077","FL","WILD/FOREST FIRE",0,1,1999-04-23
"352161","FL","WILD/FOREST FIRE",0,1,1999-05-03
"352197","FL","LIGHTNING",0,1,1999-05-07
"352298","FL","LIGHTNING",0,1,1999-05-12
"352299","FL","LIGHTNING",0,3,1999-05-12
"352349","FL","LIGHTNING",0,7,1999-05-19
"352408","FL","LIGHTNING",0,1,1999-05-21
"352487","FL","RIP CURRENTS",0,1,1999-06-02
"352491","FL","LIGHTNING",0,1,1999-06-03
"352612","FL","LIGHTNING",0,2,1999-06-05
"352657","FL","LIGHTNING",0,2,1999-06-11
"352665","FL","LIGHTNING",0,1,1999-06-12
"352667","FL","RIP CURRENTS",1,0,1999-06-13
"352669","FL","LIGHTNING",0,1,1999-06-13
"352686","FL","LIGHTNING",0,3,1999-06-20
"352688","FL","RIP CURRENTS",1,0,1999-06-21
"352690","FL","LIGHTNING",0,1,1999-06-21
"352695","FL","LIGHTNING",0,1,1999-06-22
"352716","FL","LIGHTNING",1,0,1999-06-29
"352732","FL","LIGHTNING",0,1,1999-07-01
"352780","FL","LIGHTNING",0,3,1999-07-12
"352785","FL","LIGHTNING",0,1,1999-07-13
"352823","FL","LIGHTNING",0,3,1999-07-22
"352846","FL","LIGHTNING",0,2,1999-07-26
"352873","FL","LIGHTNING",0,1,1999-07-31
"352875","FL","LIGHTNING",1,0,1999-08-01
"352893","FL","LIGHTNING",1,1,1999-08-02
"352894","FL","LIGHTNING",0,1,1999-08-02
"352895","FL","TSTM WIND/HAIL",0,2,1999-08-02
"352901","FL","LIGHTNING",0,1,1999-08-02
"352905","FL","TSTM WIND",0,2,1999-08-02
"352930","FL","LIGHTNING",0,1,1999-08-04
"352943","FL","LIGHTNING",1,0,1999-08-12
"352961","FL","LIGHTNING",0,1,1999-08-14
"352972","FL","LIGHTNING",0,1,1999-08-15
"352988","FL","LIGHTNING",0,1,1999-08-17
"353018","FL","LIGHTNING",0,1,1999-08-25
"353027","FL","HURRICANE",1,0,1999-08-29
"353045","FL","LIGHTNING",0,1,1999-09-06
"353053","FL","LIGHTNING",0,1,1999-09-07
"353114","FL","RIP CURRENTS",0,2,1999-10-08
"353115","FL","RIP CURRENTS",1,0,1999-10-09
"353117","FL","RIP CURRENTS",1,0,1999-10-10
"353120","FL","HURRICANE",0,4,1999-10-14
"353121","FL","TORNADO",0,1,1999-10-14
"353130","FL","TORNADO",0,3,1999-10-15
"353278","GA","TORNADO",0,28,1999-04-15
"353282","GA","TORNADO",0,2,1999-04-15
"353355","GA","LIGHTNING",0,1,1999-05-06
"353364","GA","LIGHTNING",1,0,1999-05-06
"353371","GA","TSTM WIND",0,2,1999-05-06
"353400","GA","TORNADO",0,3,1999-05-07
"353561","GA","TSTM WIND",0,1,1999-06-02
"353648","GA","TSTM WIND",0,1,1999-06-24
"353653","GA","LIGHTNING",0,2,1999-06-28
"353701","GA","TSTM WIND",0,1,1999-06-30
"353823","GA","EXCESSIVE HEAT",2,0,1999-07-20
"353834","GA","LIGHTNING",0,2,1999-08-22
"353954","GA","EXCESSIVE HEAT",1,3,1999-08-01
"353957","GA","EXCESSIVE HEAT",1,0,1999-08-01
"353970","GA","EXCESSIVE HEAT",1,0,1999-08-08
"353971","GA","LIGHTNING",1,0,1999-08-08
"353996","GA","TSTM WIND",0,4,1999-08-13
"354079","GA","TSTM WIND",0,1,1999-08-20
"354134","GA","TSTM WIND",0,1,1999-09-29
"354143","HI","HIGH SURF",0,1,1999-01-01
"354173","HI","HIGH SURF",1,0,1999-02-12
"354181","HI","HIGH SURF",1,0,1999-02-25
"354201","HI","URBAN/SML STREAM FLD",0,6,1999-05-16
"354289","ID","WINTER STORM",0,5,1999-02-06
"354333","IL","TSTM WIND",0,7,1999-05-17
"354347","IL","EXCESSIVE HEAT",4,0,1999-07-20
"354349","IL","EXCESSIVE HEAT",13,0,1999-07-21
"354365","IN","FLOOD",2,0,1999-01-22
"354415","ID","TSTM WIND",0,3,1999-07-20
"354455","ID","WINTER STORM",0,6,1999-12-18
"354457","IL","HEAVY SNOW",1,1,1999-01-01
"354462","IL","HEAVY SNOW",1,0,1999-01-01
"354466","IL","EXTREME COLD",1,0,1999-01-10
"354502","IL","TSTM WIND",0,1,1999-01-22
"354525","IL","TSTM WIND",0,2,1999-02-11
"354527","IL","TSTM WIND",0,1,1999-02-11
"354532","IL","TSTM WIND",0,1,1999-02-11
"354542","IL","TSTM WIND",0,1,1999-02-11
"354548","IL","TSTM WIND",0,6,1999-02-11
"354562","IL","TSTM WIND",0,1,1999-02-11
"354601","IL","HEAVY SNOW",0,5,1999-03-08
"354612","IL","URBAN/SML STREAM FLD",1,0,1999-04-03
"354624","IL","TORNADO",0,1,1999-04-05
"354655","IL","TORNADO",1,6,1999-04-08
"354662","IL","TORNADO",0,1,1999-04-08
"354669","IL","TORNADO",1,3,1999-04-08
"354673","IL","TSTM WIND",0,3,1999-04-08
"354736","IL","TORNADO",0,4,1999-05-05
"354778","IL","TSTM WIND",0,1,1999-05-16
"354785","IL","LIGHTNING",0,5,1999-05-17
"354791","IL","TSTM WIND",0,1,1999-05-17
"354845","IL","TORNADO",1,4,1999-06-01
"354860","IL","TSTM WIND",0,1,1999-06-01
"354865","IL","TORNADO",0,4,1999-06-01
"354887","IL","EXCESSIVE HEAT",4,0,1999-06-03
"354895","IL","TSTM WIND",0,1,1999-06-04
"354919","IL","TSTM WIND",0,1,1999-06-04
"354920","IL","TORNADO",0,2,1999-06-04
"354988","IL","EXCESSIVE HEAT",2,0,1999-06-05
"355038","IL","LIGHTNING",2,0,1999-06-10
"355064","IL","LIGHTNING",0,2,1999-06-11
"355101","IL","EXCESSIVE HEAT",8,119,1999-07-18
"355102","IL","EXCESSIVE HEAT",4,0,1999-07-18
"355103","IL","EXCESSIVE HEAT",1,0,1999-07-19
"355127","IL","EXCESSIVE HEAT",1,0,1999-07-28
"355128","IL","EXCESSIVE HEAT",99,0,1999-07-28
"355135","IL","TSTM WIND",0,1,1999-08-12
"355166","IL","EXCESSIVE HEAT",2,0,1999-08-16
"355242","IN","FLASH FLOOD",0,1,1999-01-22
"355251","IN","FLOOD",2,0,1999-01-22
"355314","IN","LIGHTNING",1,0,1999-04-08
"355324","IN","TSTM WIND",0,3,1999-04-09
"355329","IN","TORNADO",0,2,1999-04-09
"355464","IN","TSTM WIND",0,1,1999-05-17
"355465","IN","LIGHTNING",0,1,1999-05-17
"355470","IN","TSTM WIND",1,2,1999-05-17
"355485","IN","TSTM WIND",0,1,1999-05-17
"355503","IN","TSTM WIND",0,1,1999-05-17
"355620","IN","TSTM WIND",0,1,1999-07-06
"355680","IN","RIP CURRENTS",1,0,1999-08-29
"355700","IN","TORNADO",0,1,1999-09-28
"355709","IA","WINTER STORM",2,0,1999-01-01
"355711","IA","WINTER STORM",2,0,1999-01-01
"355721","IA","TSTM WIND",0,1,1999-02-11
"355725","IA","TSTM WIND",0,2,1999-02-11
"355734","IA","WINTER STORM",0,1,1999-02-11
"355796","IA","TORNADO",0,2,1999-04-08
"355802","IA","TORNADO",0,1,1999-04-08
"355809","IA","TORNADO",0,1,1999-04-08
"355812","IA","TORNADO",0,2,1999-04-08
"355818","IA","TORNADO",0,1,1999-04-08
"355826","IA","TORNADO",0,4,1999-04-08
"355831","IA","TORNADO",0,1,1999-04-08
"355832","IA","TSTM WIND",0,1,1999-04-08
"355837","IA","TSTM WIND",0,4,1999-04-08
"355859","IA","HIGH WIND",0,1,1999-05-10
"355920","IA","TORNADO",2,16,1999-05-16
"355992","IA","TSTM WIND",0,2,1999-05-16
"356141","IA","TSTM WIND",0,1,1999-06-06
"356211","IA","LIGHTNING",0,1,1999-06-10
"356259","IA","FLASH FLOOD",0,2,1999-07-02
"356312","KS","WINTER STORM",0,2,1999-01-01
"356361","KS","TSTM WIND",0,5,1999-06-28
"356369","KS","TSTM WIND",0,1,1999-06-28
"356450","IA","FLASH FLOOD",1,0,1999-07-19
"356516","IA","EXCESSIVE HEAT",0,10,1999-07-28
"356617","KS","HIGH WIND",0,2,1999-02-11
"356622","KS","HIGH WIND",1,0,1999-02-11
"356625","KS","ICE STORM",1,5,1999-03-08
"356650","KS","TSTM WIND",0,2,1999-04-03
"356684","KS","TORNADO",0,1,1999-04-05
"356699","KS","HIGH WIND",0,2,1999-04-14
"356796","KS","TORNADO",0,4,1999-05-03
"356797","KS","TORNADO",6,150,1999-05-03
"357283","KS","TSTM WIND",0,2,1999-05-30
"357630","KS","LIGHTNING",0,1,1999-06-22
"357759","KS","TSTM WIND",0,1,1999-06-30
"357876","KS","TSTM WIND",0,2,1999-07-01
"357946","KS","EXCESSIVE HEAT",1,0,1999-07-15
"358021","KS","EXCESSIVE HEAT",1,0,1999-07-18
"358107","KS","LIGHTNING",1,0,1999-08-11
"358186","KS","HAIL",0,1,1999-09-07
"358301","KS","LIGHTNING",1,1,1999-11-22
"358337","KY","TSTM WIND",0,3,1999-01-17
"358339","KY","TSTM WIND",0,1,1999-01-17
"358344","KY","TSTM WIND",0,3,1999-01-17
"358346","KY","TSTM WIND",0,3,1999-01-17
"358356","KY","TSTM WIND",0,1,1999-01-17
"358358","KY","TSTM WIND",0,1,1999-01-17
"358406","KY","TORNADO",0,6,1999-01-22
"358407","KY","TSTM WIND",0,3,1999-01-22
"358408","KY","TORNADO",0,2,1999-01-22
"358447","KY","URBAN/SML STREAM FLD",1,0,1999-01-23
"358462","KY","TORNADO",0,2,1999-02-27
"358463","KY","TSTM WIND",0,3,1999-02-27
"358501","KY","TSTM WIND",0,1,1999-04-08
"358595","KY","FLASH FLOOD",0,2,1999-05-18
"358644","KY","LIGHTNING",0,1,1999-06-13
"358663","KY","EXCESSIVE HEAT",1,0,1999-07-18
"358664","KY","EXCESSIVE HEAT",1,0,1999-07-20
"358686","KY","TSTM WIND",0,3,1999-07-28
"358756","LA","TORNADO",0,1,1999-01-01
"358770","LA","TORNADO",0,2,1999-01-02
"358785","LA","TORNADO",0,1,1999-01-02
"358819","LA","FOG",0,47,1999-01-14
"358826","LA","TORNADO",0,1,1999-01-21
"358897","LA","LIGHTNING",0,1,1999-01-29
"358961","LA","TSTM WIND",0,2,1999-03-02
"358985","LA","TORNADO",0,2,1999-03-02
"359029","LA","TORNADO",0,3,1999-03-13
"359040","LA","TORNADO",0,12,1999-04-03
"359041","LA","TORNADO",0,1,1999-04-03
"359042","LA","TORNADO",7,90,1999-04-03
"359105","LA","TSTM WIND",0,2,1999-04-26
"359184","ME","STRONG WINDS",0,2,1999-03-16
"359186","ME","HIGH WIND",0,1,1999-03-22
"359217","LA","LIGHTNING",0,1,1999-07-03
"359232","LA","LIGHTNING",2,0,1999-07-24
"359234","LA","LIGHTNING",1,0,1999-07-24
"359237","LA","EXCESSIVE HEAT",1,0,1999-07-27
"359246","LA","LIGHTNING",0,1,1999-08-02
"359249","LA","LIGHTNING",0,1,1999-08-03
"359251","LA","EXCESSIVE HEAT",1,0,1999-08-07
"359261","LA","EXCESSIVE HEAT",0,2,1999-08-14
"359268","LA","TSTM WIND",1,0,1999-08-14
"359271","LA","TSTM WIND",1,0,1999-08-14
"359324","LA","FOG",0,1,1999-12-19
"359357","ME","GUSTY WINDS",1,1,1999-04-07
"359391","ME","LIGHTNING",0,1,1999-06-28
"359397","ME","TSTM WIND",0,2,1999-07-05
"359450","ME","LIGHTNING",0,1,1999-08-23
"359589","MD","LIGHTNING",0,1,1999-05-24
"359600","MD","UNSEASONABLY WARM",0,1,1999-06-07
"359601","MD","EXCESSIVE HEAT",0,5,1999-06-07
"359603","MD","LIGHTNING",0,1,1999-06-14
"359609","MD","EXCESSIVE HEAT",15,241,1999-07-04
"359610","MD","EXCESSIVE HEAT",0,10,1999-07-04
"359621","MD","EXCESSIVE HEAT",0,20,1999-07-23
"359666","MD","LIGHTNING",0,1,1999-08-14
"359667","MD","TSTM WIND",0,1,1999-08-14
"359784","MD","HEAVY RAIN",0,1,1999-09-05
"359812","MD","FLASH FLOOD",0,15,1999-09-16
"359814","MD","FLASH FLOOD",0,1,1999-09-16
"359820","MD","FLASH FLOOD",0,1,1999-09-16
"359821","MD","FLASH FLOOD",0,2,1999-09-16
"359822","MD","FLASH FLOOD",0,2,1999-09-16
"359845","MD","TSTM WIND",0,1,1999-11-02
"359929","MA","RECORD HEAT",2,0,1999-07-05
"359931","MA","TSTM WIND",1,2,1999-07-06
"360040","MA","STRONG WIND",0,2,1999-10-18
"360062","MI","EXTREME COLD",3,29,1999-01-04
"360076","MI","EXTREME COLD",0,1,1999-01-12
"360078","MI","SNOW",0,3,1999-01-12
"360125","MI","WILD/FOREST FIRE",0,4,1999-05-02
"360154","MI","TSTM WIND",1,1,1999-05-17
"360209","MI","EXCESSIVE HEAT",0,2,1999-06-07
"360275","MI","LIGHTNING",0,1,1999-06-12
"360305","MI","TORNADO",0,2,1999-07-03
"360307","MI","EXCESSIVE HEAT",0,52,1999-07-04
"360319","MI","TSTM WIND",0,1,1999-07-05
"360380","MI","LIGHTNING",1,1,1999-07-23
"360410","MI","HAIL",0,2,1999-07-24
"360532","MI","LIGHTNING",0,1,1999-07-31
"360563","MI","LIGHTNING",0,2,1999-10-13
"360569","MI","EXTREME COLD",1,0,1999-11-02
"360619","MN","TSTM WIND",0,1,1999-05-06
"360698","MN","LIGHTNING",0,1,1999-06-05
"360977","MN","LIGHTNING",0,1,1999-06-26
"361040","MN","EXCESSIVE HEAT",1,0,1999-07-28
"361114","MN","TORNADO",0,2,1999-07-08
"361176","MN","TSTM WIND",0,1,1999-07-15
"361233","MN","EXCESSIVE HEAT",1,0,1999-07-23
"361262","MN","TSTM WIND",0,3,1999-07-25
"361528","MS","TORNADO",0,2,1999-01-17
"361629","MS","FLASH FLOOD",1,0,1999-01-22
"361658","MS","FLOOD",1,0,1999-01-29
"361862","MS","TORNADO",1,30,1999-04-14
"361864","MS","TORNADO",0,3,1999-04-14
"361882","MO","TSTM WIND",0,3,1999-01-17
"361893","MO","FLASH FLOOD",1,0,1999-04-03
"361960","MS","TSTM WIND",0,1,1999-04-26
"362013","MS","TSTM WIND",0,2,1999-05-05
"362014","MS","LIGHTNING",0,1,1999-05-05
"362054","MS","TSTM WIND",0,2,1999-05-22
"362145","MS","TSTM WIND",0,2,1999-08-14
"362156","MS","LIGHTNING",1,0,1999-08-25
"362174","MS","TORNADO",0,1,1999-12-09
"362175","MS","TSTM WIND",0,5,1999-12-09
"362264","MO","FLOOD",0,3,1999-02-06
"362424","MO","TORNADO",0,2,1999-04-08
"362436","MO","TORNADO",0,2,1999-04-08
"362450","MO","TORNADO",0,5,1999-04-08
"362453","MO","TORNADO",0,2,1999-04-08
"362547","MO","TORNADO",0,1,1999-05-04
"362550","MO","LIGHTNING",0,1,1999-05-04
"362552","MO","FLASH FLOOD",1,0,1999-05-04
"362611","MO","TSTM WIND",0,3,1999-05-17
"362767","MO","FLASH FLOOD",1,0,1999-06-23
"362768","MO","FLOOD",1,0,1999-06-27
"362840","MO","EXCESSIVE HEAT",2,0,1999-07-08
"362848","MO","EXCESSIVE HEAT",1,0,1999-07-16
"362849","MO","EXCESSIVE HEAT",22,0,1999-07-18
"362850","MO","EXCESSIVE HEAT",42,397,1999-07-18
"362851","MO","EXCESSIVE HEAT",1,0,1999-07-18
"362852","MO","EXCESSIVE HEAT",6,0,1999-07-23
"362872","MO","TSTM WIND",0,1,1999-07-28
"362876","MO","EXCESSIVE HEAT",2,0,1999-08-01
"362878","MO","EXCESSIVE HEAT",1,0,1999-08-06
"362904","MO","TSTM WIND",0,2,1999-08-11
"362907","MO","TSTM WIND",0,2,1999-08-12
"363044","MT","HEAVY SNOW",1,0,1999-02-09
"363102","MT","LIGHTNING",0,1,1999-05-29
"363130","MT","LIGHTNING",1,0,1999-06-17
"363225","MT","TSTM WIND",0,1,1999-06-21
"363245","MT","LIGHTNING",1,0,1999-06-25
"363342","MT","LIGHTNING",1,0,1999-07-17
"363465","MT","TORNADO",0,3,1999-08-14
"363571","MT","AVALANCHE",1,0,1999-11-26
"363595","NE","ICY ROADS",0,2,1999-01-01
"363596","NE","WINTER STORM",3,6,1999-01-01
"363605","NE","WINTER STORM",0,4,1999-02-10
"363618","NE","ICY ROADS",0,1,1999-03-10
"363619","NE","ICY ROADS",0,6,1999-03-11
"363622","NE","FOG",0,1,1999-03-13
"363630","NE","ICE STORM",2,3,1999-04-03
"363651","NE","TSTM WIND",0,1,1999-04-08
"363939","NV","URBAN/SML STREAM FLD",0,1,1999-04-30
